Date,Close
26/01/2015,32.71
27/01/2015,34.27
28/01/2015,32.95
29/01/2015,32.65
30/01/2015,33.72
2/02/2015,34.58
3/02/2015,33.77
4/02/2015,34.11
5/02/2015,34.56
6/02/2015,31.58
9/02/2015,32.09
10/02/2015,31.44
11/02/2015,30.77
12/02/2015,32.51
13/02/2015,32.61
17/02/2015,31.33
18/02/2015,31.93
19/02/2015,30.92
20/02/2015,30.37
23/02/2015,30.8
24/02/2015,30.55
25/02/2015,32.12
26/02/2015,32.11
27/02/2015,32.15
2/03/2015,32.02
3/03/2015,31.65
4/03/2015,30.78
5/03/2015,31.31
6/03/2015,28.66
9/03/2015,27.65
10/03/2015,27.49
11/03/2015,28.59
12/03/2015,28.48
13/03/2015,28.36
16/03/2015,28.44
17/03/2015,28.1
18/03/2015,29.27
19/03/2015,28.56
20/03/2015,29.72
23/03/2015,30.42
24/03/2015,30.25
25/03/2015,30.11
26/03/2015,29.14
27/03/2015,28.85
30/03/2015,28
31/03/2015,27.94
1/04/2015,30.19
2/04/2015,29.73
6/04/2015,30.87
7/04/2015,29.67
8/04/2015,28.98
9/04/2015,28.79
10/04/2015,29.7
13/04/2015,29.05
14/04/2015,29.34
15/04/2015,30.42
16/04/2015,30.07
17/04/2015,30.27
20/04/2015,30.13
21/04/2015,30.59
22/04/2015,29.09
23/04/2015,30.54
24/04/2015,29.82
27/04/2015,30.1
28/04/2015,32.06
29/04/2015,31.9
30/04/2015,30.3
1/05/2015,31.73
4/05/2015,31.57
5/05/2015,31.8
6/05/2015,30.65
7/05/2015,31.39
8/05/2015,31.69
11/05/2015,32.39
12/05/2015,33.49
13/05/2015,34.11
14/05/2015,33.96
15/05/2015,33.52
18/05/2015,33.96
19/05/2015,32.51
20/05/2015,32.8
21/05/2015,32.68
22/05/2015,32.55
26/05/2015,31.09
27/05/2015,31.37
28/05/2015,32.08
29/05/2015,32.17
1/06/2015,32.1
2/06/2015,32.59
3/06/2015,31.84
4/06/2015,31.67
5/06/2015,30.83
8/06/2015,31.4
9/06/2015,30.94
10/06/2015,31.59
11/06/2015,31.2
